,Crime_Type,Charges_Filed,Time_Served_Months,Prior_Criminal_History,Risk_of_Flight,Influence_on_Trial,Bail_Decision,Socio_Economic_Status
767,Drug-related,"['IPC 420', 'IPC 420']",20,1,0.7467433077981598,0.22349431425584,Granted,Middle
768,Drug-related,['IPC 379'],36,0,0.8577655483724422,0.705595789776492,Rejected,High
769,Violent,['Economic Offenses Act'],32,0,0.494982794712461,0.1908094914463071,Granted,Low
770,Drug-related,['IPC 420'],28,0,0.1309312521267774,0.5528417959847682,Rejected,Low
771,Violent,"['Narcotics Act', 'Economic Offenses Act', 'IPC 302']",13,0,0.6962214361212724,0.2532453630402508,Granted,Middle
772,Cyber Crime,['IPC 379'],1,1,0.2060737799371752,0.955621379781356,Rejected,Low
773,Non-violent,"['Economic Offenses Act', 'IPC 420']",35,1,0.4412296690917168,0.0286311938356528,Rejected,Middle
774,Non-violent,"['IPC 302', 'IPC 379']",30,0,0.0650007889488885,0.1997282801112365,Rejected,High
775,Violent,"['IPC 420', 'IPC 379', 'Cyber Laws']",36,1,0.8253084024229824,0.2423106063874477,Granted,High
776,Non-violent,"['IPC 302', 'Cyber Laws']",25,1,0.1259406410475005,0.4140678257678164,Granted,Middle
777,Drug-related,"['Narcotics Act', 'Economic Offenses Act']",16,1,0.9030975070493096,0.2327302418700535,Rejected,High
778,Economic,"['Narcotics Act', 'IPC 379', 'Cyber Laws']",19,1,0.8642306022615571,0.4913490902687852,Rejected,High
779,Violent,['IPC 302'],1,0,0.464582764439246,0.872465523258539,Rejected,Low
780,Non-violent,['IPC 379'],5,1,0.7443682043039906,0.7120634214091708,Rejected,Low
781,Violent,['IPC 302'],22,0,0.6194450738181533,0.579961980535111,Rejected,Low
782,Violent,['IPC 379'],24,0,0.8030756423377449,0.0890031779826796,Rejected,Low
783,Economic,"['Narcotics Act', 'Cyber Laws']",43,1,0.431805100785912,0.6939921083892756,Granted,Low
784,Drug-related,"['IPC 379', 'IPC 420', 'IPC 379']",45,0,0.78580848424435,0.1664142843109398,Granted,Middle
785,Violent,"['IPC 307', 'IPC 302', 'IPC 420']",37,1,0.4624568170651479,0.786367385961698,Granted,Middle
786,Non-violent,"['IPC 420', 'IPC 420', 'Economic Offenses Act']",36,1,0.9409657878427938,0.2500567585101532,Granted,Low
787,Cyber Crime,"['Cyber Laws', 'IPC 379']",36,0,0.4863721008251476,0.4170487283209009,Rejected,High
788,Violent,['Narcotics Act'],4,1,0.4626192719337295,0.3504702023179279,Rejected,High
789,Violent,"['Cyber Laws', 'Economic Offenses Act', 'IPC 379']",36,0,0.7850718615635127,0.8588139146748568,Rejected,Middle
790,Economic,"['Economic Offenses Act', 'IPC 379']",18,0,0.821577691760838,0.1265444587134081,Granted,Middle
791,Drug-related,"['IPC 307', 'IPC 420', 'IPC 420']",16,1,0.5544891143211708,0.5656448823847886,Granted,Middle
792,Cyber Crime,['IPC 302'],41,1,0.1797978134950754,0.1420616094430622,Rejected,High
793,Non-violent,"['Narcotics Act', 'IPC 379']",18,1,0.4677582309575795,0.7047958361321867,Granted,Middle
794,Cyber Crime,['IPC 379'],22,0,0.9680725029096784,0.9050781277944812,Granted,High
795,Non-violent,['Cyber Laws'],2,1,0.7529861930391851,0.4346076538672534,Rejected,Middle
796,Drug-related,['Narcotics Act'],21,0,0.8111626038791322,0.4880922602649759,Rejected,High
797,Non-violent,['IPC 420'],36,0,0.0328254988192401,0.9274228364827622,Rejected,Middle
798,Economic,"['Narcotics Act', 'Cyber Laws']",44,1,0.4678594626341599,0.5209913886493571,Granted,Middle
799,Economic,"['IPC 302', 'Cyber Laws', 'IPC 307']",39,1,0.6466211336575554,0.4875984380495609,Rejected,High
800,Economic,['IPC 379'],47,1,0.8300326836280747,0.5783291027043042,Rejected,Middle
801,Economic,"['Narcotics Act', 'IPC 379']",39,0,0.0492736535827714,0.6892297363629519,Rejected,Low
802,Cyber Crime,"['Cyber Laws', 'Economic Offenses Act']",29,1,0.8524388856418731,0.1068833750870313,Granted,High
803,Drug-related,"['IPC 420', 'IPC 302', 'Narcotics Act']",26,0,0.5484009367419117,0.821110527741516,Granted,Middle
804,Non-violent,"['Economic Offenses Act', 'Economic Offenses Act']",21,1,0.1973139705760599,0.4355050274532592,Rejected,High
805,Non-violent,"['Cyber Laws', 'Economic Offenses Act', 'IPC 379']",17,1,0.3172552164497,0.0723485098974855,Rejected,Middle
806,Economic,"['Narcotics Act', 'IPC 420']",16,0,0.2819295517515607,0.7861826691982131,Granted,Low
807,Economic,['IPC 307'],31,0,0.5308590342884758,0.3769499716862721,Granted,Middle
808,Violent,"['IPC 307', 'IPC 302', 'IPC 302']",9,1,0.0516856799111318,0.1003674950950539,Rejected,Middle
809,Drug-related,"['Cyber Laws', 'Narcotics Act']",31,1,0.1585361584999235,0.6337790395432505,Granted,Low
810,Cyber Crime,"['IPC 302', 'IPC 307']",14,1,0.8126930433757824,0.8801313534336417,Rejected,High
811,Non-violent,"['IPC 307', 'Narcotics Act']",37,1,0.132603990746811,0.8877535094139863,Rejected,Middle
812,Violent,"['IPC 302', 'Narcotics Act']",2,1,0.2333962694581269,0.9576634748089732,Granted,Middle
813,Violent,"['IPC 307', 'IPC 420']",46,0,0.4533706056041573,0.867705459766688,Rejected,Low
814,Non-violent,['IPC 302'],14,0,0.5171208881133305,0.0021409193454752,Rejected,High
815,Cyber Crime,"['IPC 302', 'IPC 420', 'Economic Offenses Act']",33,0,0.7636104796141586,0.3802411664133902,Granted,High
816,Violent,"['IPC 379', 'IPC 307', 'IPC 307']",35,0,0.4473324266661878,0.818542579905503,Rejected,Low
817,Violent,['IPC 379'],39,1,0.7898646210355388,0.3662530059984742,Granted,Low
818,Drug-related,"['IPC 420', 'IPC 307']",47,0,0.6183463070454575,0.6015485063797061,Rejected,Middle
819,Cyber Crime,"['Cyber Laws', 'IPC 307']",20,0,0.1130997394238224,0.606316947374532,Rejected,Low
820,Violent,"['Economic Offenses Act', 'Economic Offenses Act', 'IPC 379']",2,0,0.1563314383928385,0.365025304038823,Granted,Low
821,Cyber Crime,['Economic Offenses Act'],41,1,0.4370337254497708,0.9044739272812876,Granted,Low
822,Non-violent,"['IPC 420', 'IPC 379']",19,0,0.3968893930890396,0.5032283453861176,Granted,High
823,Economic,['Cyber Laws'],37,1,0.7435442696372946,0.4647842059375008,Granted,Low
824,Violent,"['IPC 420', 'IPC 379', 'Economic Offenses Act']",18,0,0.5807371397973519,0.997513745661896,Granted,Middle
825,Drug-related,"['Cyber Laws', 'Narcotics Act']",16,1,0.3881330810022493,0.4935003640726166,Granted,Middle
826,Non-violent,"['Cyber Laws', 'IPC 379']",4,0,0.1707602834503856,0.178398251928581,Rejected,Middle
827,Cyber Crime,"['Economic Offenses Act', 'IPC 379']",12,1,0.2268371023254951,0.513069422863438,Granted,Low
828,Non-violent,"['IPC 302', 'IPC 302']",29,0,0.575501018469059,0.81401673551993,Rejected,High
829,Violent,"['IPC 302', 'IPC 379']",7,1,0.4234388048997924,0.7768603268982814,Granted,Low
830,Cyber Crime,"['IPC 420', 'IPC 307', 'Narcotics Act']",14,1,0.5149275088606721,0.788581765108471,Rejected,Low
831,Economic,['IPC 379'],12,0,0.1706774353022336,0.7080237839979118,Rejected,Middle
832,Non-violent,"['IPC 302', 'IPC 307']",35,1,0.6629062523445658,0.2542178290666882,Granted,Low
833,Violent,['Economic Offenses Act'],5,1,0.852538740855967,0.8620840858402314,Rejected,High
834,Drug-related,"['Cyber Laws', 'IPC 379', 'Narcotics Act']",17,0,0.2579395067869006,0.8934434653762651,Rejected,Middle
835,Cyber Crime,"['Cyber Laws', 'IPC 420', 'IPC 307']",42,0,0.4915142258318266,0.194152696618549,Rejected,High
836,Non-violent,"['IPC 302', 'Narcotics Act']",32,1,0.9755273290209018,0.1304556365513939,Granted,High
837,Non-violent,['IPC 302'],10,0,0.3332417405507276,0.975604968589112,Granted,High
838,Economic,['IPC 420'],43,0,0.5950463449237612,0.8683239636503679,Rejected,Low
839,Economic,"['IPC 302', 'IPC 302', 'IPC 420']",17,0,0.0901957002002443,0.8932361472099467,Granted,Low
840,Drug-related,"['IPC 302', 'IPC 307', 'IPC 420']",5,1,0.6060150024794432,0.8863763846243952,Granted,Low
841,Drug-related,['Narcotics Act'],45,1,0.0896317733046179,0.5416868240337284,Rejected,Low
842,Violent,"['IPC 307', 'Cyber Laws']",42,1,0.959235435323822,0.6464017366657997,Rejected,Middle
843,Violent,"['IPC 302', 'IPC 307']",9,1,0.7156626520723114,0.5453628521336417,Granted,Low
844,Drug-related,"['IPC 379', 'Cyber Laws']",33,1,0.7881597881357064,0.051206349190329,Granted,Middle
845,Drug-related,"['IPC 379', 'IPC 420']",36,1,0.7041043607716369,0.7455030853527727,Granted,High
846,Cyber Crime,"['Narcotics Act', 'Economic Offenses Act', 'IPC 302']",36,1,0.5897290360764658,0.5053320333358803,Rejected,Middle
847,Economic,"['Economic Offenses Act', 'IPC 420', 'Narcotics Act']",18,0,0.4499127810855053,0.6477090747902298,Granted,Low
848,Violent,"['IPC 302', 'IPC 379', 'IPC 307']",9,1,0.8583733797610624,0.5026398049755353,Granted,Middle
849,Economic,"['IPC 420', 'IPC 302', 'IPC 379']",29,1,0.956835667543063,0.4918113223224559,Granted,Low
850,Economic,['IPC 302'],14,0,0.4990361729040813,0.1717891094777668,Rejected,Low
851,Drug-related,"['IPC 307', 'IPC 420']",25,0,0.931535049155262,0.2787137151411489,Rejected,Middle
852,Cyber Crime,['Economic Offenses Act'],15,0,0.5833329099885175,0.1588526919439558,Rejected,Middle
853,Non-violent,['Narcotics Act'],6,1,0.5383841868964332,0.1956662956253424,Granted,High
854,Cyber Crime,"['Economic Offenses Act', 'IPC 420', 'Economic Offenses Act']",42,0,0.4544827329553567,0.9729773804203048,Granted,High
855,Cyber Crime,"['IPC 302', 'IPC 302', 'Cyber Laws']",29,1,0.2092877615301198,0.1531134457721984,Rejected,High
856,Economic,['IPC 379'],15,1,0.0037196608180591,0.2692704243052076,Granted,High
857,Cyber Crime,"['IPC 379', 'Narcotics Act']",29,1,0.2415062268560612,0.590589657738585,Granted,High
858,Violent,"['IPC 379', 'Cyber Laws']",4,0,0.5097231716035652,0.6101785762366418,Granted,Middle
859,Economic,"['IPC 302', 'IPC 379']",18,0,0.3799599522597525,0.153974129743829,Rejected,High
860,Violent,"['Cyber Laws', 'Economic Offenses Act']",44,1,0.4484852280026338,0.7937174257852123,Granted,Middle
861,Non-violent,"['IPC 307', 'Cyber Laws']",39,1,0.9806482195640496,0.785202867912825,Granted,High
862,Economic,"['IPC 379', 'IPC 420', 'IPC 379']",16,1,0.3502723706693276,0.2373177042038911,Rejected,Low
863,Non-violent,"['Narcotics Act', 'Cyber Laws', 'IPC 379']",11,0,0.4521829393601079,0.2886663026754604,Granted,High
864,Economic,"['Cyber Laws', 'IPC 302']",14,1,0.1335155513528195,0.937987865459497,Rejected,Low
865,Drug-related,"['IPC 379', 'Cyber Laws', 'IPC 379']",3,0,0.0479577324369876,0.8256714459794781,Granted,Middle
866,Cyber Crime,"['IPC 307', 'IPC 302']",42,1,0.7754095145924946,0.6977970330625238,Rejected,High
867,Drug-related,['Narcotics Act'],38,0,0.5706831750719786,0.0822332215106005,Rejected,Middle
868,Non-violent,"['IPC 379', 'IPC 302']",45,1,0.760704806043895,0.4182640809025757,Granted,High
869,Cyber Crime,"['IPC 302', 'IPC 420', 'IPC 420']",42,0,0.1498627988865516,0.559301872076827,Granted,Middle
870,Economic,['Cyber Laws'],18,0,0.5718287711826909,0.1874112879837769,Rejected,High
871,Cyber Crime,['IPC 302'],20,0,0.2536424743413755,0.4482265821082245,Granted,High
872,Violent,"['IPC 379', 'Narcotics Act']",25,0,0.2280618169000199,0.60102587748869,Rejected,Low
873,Cyber Crime,"['Narcotics Act', 'IPC 307']",38,0,0.0115260140529852,0.3273766801153992,Granted,Middle
874,Violent,"['IPC 379', 'IPC 420', 'Cyber Laws']",13,0,0.1303407235690719,0.7809448189504872,Granted,Middle
875,Cyber Crime,"['IPC 420', 'IPC 307']",4,1,0.3092681114996953,0.8404495816388055,Granted,Middle
876,Violent,"['Narcotics Act', 'Economic Offenses Act', 'IPC 420']",14,1,0.116878760590939,0.3236094694340707,Granted,Middle
877,Non-violent,"['IPC 307', 'Economic Offenses Act']",33,1,0.9858584404109376,0.8386571544924571,Rejected,Middle
878,Drug-related,"['IPC 379', 'IPC 307']",28,1,0.3086326485239506,0.103576566103015,Rejected,Low
879,Economic,['Narcotics Act'],37,0,0.1303239467023281,0.8377290986226563,Granted,High
880,Cyber Crime,"['Economic Offenses Act', 'Narcotics Act']",8,1,0.1990823128279577,0.1527504316676166,Granted,Low
881,Drug-related,"['Cyber Laws', 'IPC 420', 'IPC 420']",44,0,0.5877032283414765,0.082927152509726,Granted,Middle
882,Economic,"['IPC 302', 'Economic Offenses Act', 'IPC 379']",34,0,0.0640435238647885,0.6417754044410112,Granted,Middle
883,Economic,"['Cyber Laws', 'IPC 307']",44,0,0.8624341301411569,0.4719373657552943,Granted,High
884,Violent,['IPC 302'],5,1,0.9614996792371472,0.9078906004128328,Rejected,Low
885,Non-violent,"['Cyber Laws', 'Narcotics Act']",5,0,0.2467474206673808,0.3631891960908492,Rejected,High
886,Non-violent,['Narcotics Act'],31,1,0.4500952685908593,0.2871522634376287,Granted,High
887,Drug-related,['IPC 307'],45,1,0.022134451029497,0.5007349061441984,Rejected,Low
888,Non-violent,['IPC 307'],9,1,0.6407102247272215,0.4559461857686613,Rejected,High
889,Cyber Crime,"['IPC 379', 'Narcotics Act', 'Economic Offenses Act']",42,1,0.4139260580525888,0.3444280462171882,Granted,Low
890,Non-violent,"['IPC 379', 'IPC 420', 'Narcotics Act']",32,1,0.2700584661015557,0.6937412986983286,Rejected,Low
891,Drug-related,['IPC 420'],33,0,0.2068371106166084,0.7595618339139083,Rejected,Middle
892,Non-violent,"['IPC 307', 'Economic Offenses Act', 'IPC 302']",3,0,0.6540230776587604,0.8529839690301366,Rejected,High
893,Cyber Crime,['Narcotics Act'],30,1,0.4162170310323144,0.9728566047103429,Rejected,Middle
894,Violent,"['IPC 307', 'IPC 420', 'IPC 302']",12,0,0.179659289029912,0.2666561921325044,Granted,High
895,Drug-related,['Economic Offenses Act'],29,1,0.689109081486824,0.7160934824899615,Rejected,High
896,Violent,"['Economic Offenses Act', 'Narcotics Act']",3,0,0.5650722830366937,0.3942582354957452,Rejected,Middle
897,Violent,"['IPC 307', 'IPC 302']",26,0,0.8586720549294962,0.6770819719511081,Rejected,Middle
898,Violent,"['IPC 307', 'Economic Offenses Act']",30,0,0.1174758988764929,0.4759816903492203,Granted,Middle
899,Economic,['IPC 302'],9,0,0.7856666019444561,0.9937731027679316,Rejected,Low
900,Economic,['Narcotics Act'],26,0,0.673516786817259,0.7289021357907499,Rejected,High
901,Violent,['Cyber Laws'],2,0,0.1150109368280978,0.9524913004343244,Rejected,Low
902,Drug-related,"['Narcotics Act', 'IPC 379', 'Economic Offenses Act']",3,0,0.6948207298717207,0.8349695494811857,Granted,High
903,Cyber Crime,"['IPC 302', 'Cyber Laws']",46,0,0.4415472888798304,0.9029010111633712,Granted,High
904,Cyber Crime,['IPC 307'],4,0,0.9449847855558432,0.8144191972146749,Granted,Low
905,Non-violent,"['IPC 302', 'IPC 420', 'Economic Offenses Act']",25,0,0.1416113506178993,0.4591591303759114,Granted,Low
906,Drug-related,"['Cyber Laws', 'IPC 302', 'Economic Offenses Act']",13,0,0.642833390815738,0.2517884533468844,Granted,High
907,Economic,"['IPC 302', 'Narcotics Act']",39,0,0.3819800454629459,0.3703201754505222,Rejected,Middle
908,Violent,"['Narcotics Act', 'Economic Offenses Act', 'Narcotics Act']",44,0,0.9568146705908778,0.0202362326399504,Granted,Middle
909,Non-violent,"['IPC 420', 'Economic Offenses Act']",35,1,0.3299748952902764,0.5239931674646672,Rejected,Middle
910,Cyber Crime,"['Narcotics Act', 'IPC 302', 'Economic Offenses Act']",23,0,0.9621859094918002,0.5050578002704087,Granted,Middle
911,Economic,['IPC 307'],9,0,0.9014858511007492,0.5252504648304882,Granted,High
912,Economic,['Cyber Laws'],2,0,0.2703832353106563,0.9740312249720638,Granted,Middle
913,Violent,"['Cyber Laws', 'Cyber Laws']",41,0,0.8035417768264277,0.9114540034548392,Rejected,Middle
914,Cyber Crime,"['IPC 302', 'Cyber Laws']",44,0,0.995604201803506,0.161712778330108,Rejected,Middle
915,Drug-related,['Cyber Laws'],31,0,0.2526630021712823,0.3688825215558892,Rejected,High
916,Economic,"['IPC 307', 'IPC 379', 'Cyber Laws']",44,1,0.4367771693233196,0.4239561794632619,Granted,Low
917,Violent,"['IPC 307', 'Economic Offenses Act']",47,1,0.5201807365667597,0.3605329178516477,Granted,Middle
918,Drug-related,"['IPC 420', 'IPC 307', 'IPC 302']",2,1,0.2949311358038643,0.7984959636039131,Granted,High
919,Cyber Crime,"['IPC 420', 'IPC 379']",32,0,0.0152648396460297,0.5240376698675869,Granted,High
920,Economic,"['Economic Offenses Act', 'Economic Offenses Act']",18,0,0.2201292441975266,0.572099816971625,Granted,Middle
921,Drug-related,"['Cyber Laws', 'Economic Offenses Act', 'IPC 379']",13,0,0.2819368843417584,0.8530135589879255,Granted,Low
922,Drug-related,"['Economic Offenses Act', 'Cyber Laws']",46,1,0.4435997013181871,0.8059281534153586,Rejected,Low
923,Drug-related,"['Narcotics Act', 'IPC 302', 'Economic Offenses Act']",5,0,0.1711024784134018,0.1322115228202997,Rejected,Low
924,Economic,['Cyber Laws'],42,0,0.8732543566916726,0.7139145840836343,Granted,High
925,Economic,['IPC 379'],44,1,0.7049111327313361,0.4354361289020355,Rejected,Middle
926,Non-violent,"['IPC 307', 'Economic Offenses Act', 'IPC 307']",10,1,0.0852004775596619,0.2946489030625004,Rejected,Middle
927,Cyber Crime,['Narcotics Act'],43,0,0.6500924511399314,0.0500188209021863,Rejected,High
928,Violent,"['IPC 307', 'IPC 379']",25,0,0.6536564764056204,0.4872495603454509,Granted,Middle
929,Drug-related,['Cyber Laws'],34,0,0.9562211736436276,0.3554366807245314,Granted,Middle
930,Non-violent,['IPC 307'],37,0,0.0030208713561612,0.2515130396764008,Granted,Low
931,Violent,['Economic Offenses Act'],30,1,0.2479324498058072,0.6946717295969576,Granted,Middle
932,Non-violent,['IPC 302'],7,0,0.9277914793753156,0.769485387315587,Rejected,Middle
933,Economic,['Narcotics Act'],6,0,0.932133915398283,0.2447895190294248,Granted,High
934,Drug-related,['Economic Offenses Act'],3,1,0.7205864193706374,0.0494474366793472,Granted,High
935,Violent,"['IPC 302', 'Economic Offenses Act']",13,0,0.76576332104754,0.848752700565235,Granted,Low
936,Violent,['Narcotics Act'],3,0,0.0914829579296471,0.0099597412043033,Rejected,High
937,Violent,"['IPC 302', 'IPC 379']",26,1,0.5138758347782336,0.937112493921472,Rejected,Low
938,Violent,"['IPC 307', 'IPC 302', 'Economic Offenses Act']",24,1,0.2315829912889994,0.6276198739827059,Rejected,Low
939,Violent,['IPC 302'],6,0,0.1812180436136172,0.3218466352013203,Rejected,Middle
940,Non-violent,['Cyber Laws'],43,1,0.8103032991233325,0.2464779095767362,Rejected,Low
941,Drug-related,['IPC 379'],42,1,0.1350381366805474,0.0090056642644752,Granted,Middle
942,Economic,['IPC 379'],12,0,0.4686516369963852,0.2354714170108771,Rejected,Low
943,Economic,['IPC 379'],36,1,0.938578239586033,0.1377283015171411,Rejected,High
944,Economic,"['Narcotics Act', 'Narcotics Act', 'IPC 379']",2,0,0.1858320555653425,0.6121662207231456,Granted,High
945,Economic,"['IPC 420', 'IPC 302']",11,0,0.9779934237382346,0.1665455885938013,Granted,High
946,Non-violent,"['IPC 420', 'IPC 302']",39,0,0.994287985761059,0.5286298375366193,Granted,Low
947,Cyber Crime,['Narcotics Act'],34,0,0.5556171546824029,0.5901164223444708,Rejected,Low
948,Drug-related,['Cyber Laws'],26,1,0.1701427401771579,0.2980416983469145,Granted,Middle
949,Violent,['IPC 379'],18,0,0.3161048879408956,0.0350649490187187,Rejected,Middle
950,Cyber Crime,"['Cyber Laws', 'IPC 302', 'Economic Offenses Act']",21,0,0.4244928326765351,0.0372538806141961,Granted,Middle
951,Economic,"['Narcotics Act', 'IPC 379']",36,0,0.3093242243582229,0.0263473321939176,Rejected,Middle
952,Cyber Crime,"['IPC 307', 'IPC 302', 'Narcotics Act']",40,0,0.2806355798765158,0.7391246671365462,Rejected,Low
953,Drug-related,"['IPC 379', 'IPC 379', 'Narcotics Act']",46,1,0.9722297092163577,0.3180097048142981,Rejected,Low
954,Violent,"['Cyber Laws', 'IPC 302']",44,1,0.1533648274157456,0.7963001859676636,Rejected,Middle
955,Violent,"['IPC 379', 'IPC 307']",22,1,0.7333279087168623,0.4317328238428491,Granted,Low
956,Drug-related,"['Cyber Laws', 'IPC 420']",30,0,0.0004102894391748,0.4529981008299638,Granted,Low
957,Drug-related,"['IPC 302', 'IPC 420', 'Economic Offenses Act']",43,1,0.5961826694023769,0.5128826025095737,Rejected,Low
958,Economic,['IPC 302'],30,1,0.9159430039540524,0.7130314563751039,Granted,Low
959,Violent,['IPC 307'],8,0,0.287934094093219,0.273502865829707,Rejected,Middle
960,Cyber Crime,"['Narcotics Act', 'Narcotics Act']",34,1,0.1855259752577192,0.1215873495335269,Granted,Middle
